login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
midudev,midudev/accordion-menu,2018-10-08T13:41:57Z,2,2,JavaScript,True,True
midudev,midudev/actas-2024,2024-08-01T15:04:40Z,42,42,,True,True
midudev,midudev/adventjs-issues,2021-12-01T15:27:21Z,33,33,,True,True
midudev,midudev/algolia-pwa-ecommerce,2022-01-03T20:17:22Z,24,24,TypeScript,True,True
midudev,midudev/ant-design,2018-09-13T15:08:22Z,2,2,TypeScript,True,True
midudev,midudev/aprende-javascript-problemas,2023-04-20T08:10:22Z,122,122,,True,True
midudev,midudev/aprende-react-js,2016-09-14T17:55:08Z,18,18,CSS,True,True
midudev,midudev/aprendesql.dev,2023-12-21T16:38:03Z,26,26,,True,True
midudev,midudev/aprendiendo-electron,2022-08-18T19:36:46Z,25,25,JavaScript,True,True
midudev,midudev/aprendiendo-react,2019-05-26T16:01:51Z,7615,7615,TypeScript,False,False
midudev,midudev/aprendiendogit.dev,2024-05-07T16:38:55Z,53,53,Astro,True,True
midudev,midudev/aprendiendoreact.com,2018-05-17T16:14:42Z,5,5,JavaScript,True,True
midudev,midudev/astro-5-dev-books,2024-09-18T17:34:39Z,81,81,Astro,True,True
midudev,midudev/awesome-dev-tools,2023-06-02T12:58:13Z,33,33,,True,True
midudev,midudev/awesome-uses,2020-01-08T18:31:06Z,3,3,,True,True
midudev,midudev/black-friday-app-autocomplete,2021-11-29T11:59:16Z,20,20,JavaScript,True,True
midudev,midudev/bun-deploy-app,2023-09-15T15:47:17Z,17,17,TypeScript,True,True
midudev,midudev/campanadas.dev,2022-11-09T14:23:58Z,13,13,TypeScript,True,True
midudev,midudev/cards,2020-04-21T18:29:52Z,4,4,,True,True
midudev,midudev/chat-gpt-plugins-javascript,2023-05-30T17:55:54Z,57,57,JavaScript,True,True
midudev,midudev/chat-hackathon,2022-07-03T08:56:35Z,20,20,Svelte,True,True
midudev,midudev/chat-with-pdf,2024-02-01T19:00:48Z,106,106,TypeScript,True,True
midudev,midudev/cloudinary-hackathon-astro-example,2024-10-08T17:46:11Z,32,32,Astro,True,True
midudev,midudev/code-sandbox-midudev,2018-12-27T14:50:22Z,3,3,CSS,True,True
midudev,midudev/codi.link,2021-07-26T20:03:26Z,640,640,JavaScript,True,True
midudev,midudev/Consent-String-SDK-JS,2019-12-05T12:01:08Z,2,2,,True,True
midudev,midudev/contact-form-vercel-storage,2023-05-02T18:05:40Z,27,27,TypeScript,True,True
midudev,midudev/contributor-faces,2019-02-22T19:17:51Z,3,3,JavaScript,True,True
midudev,midudev/cost-of-modules,2020-02-03T19:01:18Z,3,3,,True,True
midudev,midudev/covid-19-spread-simulator,2020-03-15T21:54:36Z,138,138,JavaScript,True,True
ai,ai/about-postcss,2014-09-02T08:57:10Z,29,29,Ruby,True,True
ai,ai/ai,2021-06-03T20:20:57Z,6,6,,True,True
ai,ai/anim2012,2012-09-12T22:42:15Z,8,8,Ruby,True,False
ai,ai/asdf-cache-action,2022-09-07T17:29:16Z,16,16,,False,False
ai,ai/audio-recorder-polyfill,2017-11-25T14:53:51Z,584,584,JavaScript,False,False
ai,ai/autohide-battery,2013-02-03T13:37:11Z,31,31,JavaScript,False,False
ai,ai/autoprefixer-cli,2015-08-31T17:04:26Z,14,14,JavaScript,True,True
ai,ai/autoprefixer-core,2014-08-18T11:29:17Z,136,136,JavaScript,True,True
ai,ai/autoprefixer-rails,2013-04-04T22:01:13Z,1215,1215,Ruby,True,False
ai,ai/better-node-test,2023-09-27T19:26:52Z,26,26,JavaScript,False,False
ai,ai/boilerplates,2021-11-17T22:44:52Z,11,11,JavaScript,False,False
ai,ai/caniuse,2022-08-17T00:31:54Z,1,1,,True,True
ai,ai/check-dts,2020-02-08T01:40:07Z,141,141,JavaScript,False,False
ai,ai/ci-job-number,2017-07-04T13:48:23Z,14,14,JavaScript,False,False
ai,ai/cli,2024-05-16T17:16:03Z,1,1,,True,True
ai,ai/color.js,2022-02-19T16:13:07Z,0,0,,True,True
ai,ai/compass.js,2012-11-10T08:06:49Z,113,113,CoffeeScript,True,False
ai,ai/convert-layout,2015-11-06T09:29:23Z,251,251,JavaScript,False,False
ai,ai/d2na,2008-12-17T00:05:49Z,11,11,Ruby,True,False
ai,ai/darian,2012-05-16T11:21:56Z,25,25,Ruby,True,True
ai,ai/dis.spbstu.ru,2011-07-01T20:00:02Z,5,5,Ruby,True,True
ai,ai/dual-publish,2020-02-15T20:14:15Z,187,187,JavaScript,False,False
ai,ai/easings.net,2012-03-22T10:27:18Z,8033,8033,CSS,False,False
ai,ai/environment,2009-07-03T16:05:47Z,206,206,Shell,True,False
ai,ai/eslint-plugin-escompat,2024-09-25T20:21:36Z,0,0,,True,True
ai,ai/eslint-plugin-node-import,2023-09-07T09:24:36Z,0,0,,True,False
ai,ai/evil-blocks,2013-04-29T18:40:26Z,131,131,JavaScript,True,True
ai,ai/evil-front,2013-01-25T13:13:27Z,101,101,Ruby,True,True
ai,ai/evolu-lang,2010-08-11T23:29:43Z,22,22,JavaScript,True,False
ai,ai/evolu-steam,2011-02-01T17:34:46Z,5,5,JavaScript,True,False
raysan5,raysan5/challenges,2017-02-23T16:32:32Z,165,165,C,False,False
raysan5,raysan5/FileDetectionRuleSets,2024-03-29T08:57:03Z,2,2,PHP,True,False
raysan5,raysan5/game_project_template,2020-02-09T12:36:22Z,19,19,C++,False,False
raysan5,raysan5/mic,2021-09-25T22:13:57Z,23,23,C,False,False
raysan5,raysan5/mod,2019-12-04T19:42:22Z,47,47,,False,False
raysan5,raysan5/physac,2022-06-06T08:51:00Z,24,24,C,False,False
raysan5,raysan5/raudio,2019-01-19T15:23:09Z,171,171,C,False,False
raysan5,raysan5/raygui,2016-06-15T18:33:19Z,3521,3521,C,False,False
raysan5,raysan5/raylib,2013-10-24T15:46:04Z,22414,22414,C,False,True
raysan5,raysan5/raylib-code-club,2022-08-31T19:15:21Z,28,28,C,False,False
raysan5,raysan5/raylib-game-template,2021-06-30T16:44:07Z,405,405,C,False,False
raysan5,raysan5/raylib-gamejam-template,2022-11-29T17:27:12Z,50,50,Makefile,False,False
raysan5,raysan5/raylib-games,2020-04-10T18:47:08Z,560,560,C,True,True
raysan5,raysan5/raylib-intro-course,2022-11-13T17:43:34Z,193,193,C,False,False
raysan5,raysan5/raylib-lua,2017-02-05T01:59:21Z,123,123,C,False,False
raysan5,raysan5/raylib.com,2017-07-24T17:39:55Z,70,70,C,False,False
raysan5,raysan5/raylib_project_creator,2024-09-26T11:25:24Z,160,160,C,False,False
raysan5,raysan5/raysan5,2024-04-20T10:11:55Z,9,9,,True,True
raysan5,raysan5/rfxgen,2017-03-04T12:35:46Z,428,428,C,False,False
raysan5,raysan5/rguiicons,2019-09-01T09:56:12Z,49,49,C,False,False
raysan5,raysan5/rguilayout,2018-08-17T18:03:04Z,97,97,C,False,False
raysan5,raysan5/rguistyler,2018-08-17T17:53:28Z,52,52,C,False,False
raysan5,raysan5/riconpacker,2018-09-28T15:49:10Z,46,46,C,False,False
raysan5,raysan5/rini,2023-05-18T13:56:27Z,61,61,C,False,False
raysan5,raysan5/rpng,2020-05-27T10:06:23Z,171,171,C,False,False
raysan5,raysan5/rres,2017-12-08T18:23:57Z,392,392,C,False,False
vfarcic,vfarcic/1-koncrete-demo,2021-08-26T00:34:06Z,0,0,SCSS,True,True
vfarcic,vfarcic/acorn-demo,2023-10-29T20:02:01Z,0,0,Go,True,True
vfarcic,vfarcic/adpon,2019-04-30T09:54:00Z,0,0,Smarty,True,True
vfarcic,vfarcic/aiven-demo,2023-08-25T12:10:14Z,1,1,,True,True
vfarcic,vfarcic/angular-web-ui-sample,2014-10-01T18:10:53Z,0,0,JavaScript,True,True
vfarcic,vfarcic/ansible-blue-green,2015-01-11T11:54:39Z,3,3,Python,True,True
vfarcic,vfarcic/ansible-workshop,2015-11-01T16:21:21Z,3,3,CSS,True,True
vfarcic,vfarcic/apono-demo,2023-08-21T23:33:35Z,0,0,,True,True
vfarcic,vfarcic/argo,2021-02-04T15:16:55Z,1,1,Go,True,True
vfarcic,vfarcic/argo-cd,2021-10-25T15:24:55Z,1,1,Go,True,True
vfarcic,vfarcic/argo-cd-image-updater,2021-10-12T19:50:09Z,5,5,SCSS,True,True
